RESPONSÁVEL;CLIENTE;BANDEIRA;NOME PDV NOVO;NOME PDV ANTIGO;CNPJ;ENDEREÇO;CANAL;STORE TYPE;RESPONSÁVEL;ROTA;CIDADE;UF;CEP;REGIONAL
MANUELA BEZERRA;HAVAN;HAVAN;S12190 - HAVAN - AV JURACY MAGALHAES - 463 - VITORIA DA CONQUISTA - BA;REGIONAL SUL - HAVAN - 0109 - VITORIA DA CONQUISTA - BOA VISTA - BA;7,93795E+13;AVENIDA JURACY MAGALHAES, 463;VAREJO;VAREJO;TATIANE SOUZA DOS SANTOS;NE_1;VITORIA DA CONQUISTA;BA;45026090;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14648 - HAVAN - RUA JOSE PEREIRA LIBERATO - 2001 - ITAJAI - SC;REGIONAL SUL - HAVAN - 0110 - ITAJAI - SAO JUDAS - SC;7,93795E+13;RUA JOSE PEREIRA LIBERATO, 2001;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ITAJAI;SC;88303400;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S11380 - HAVAN - AVENIDA TANCREDO NEVES - 3747 - CASCAVEL - PR;REGIONAL SUL - HAVAN - 0111 - CASCAVEL - PIONEIROS CATARINENSES - PR;7,93795E+13;AVENIDA TANCREDO NEVES, 3747;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CASCAVEL;PR;85805516;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S10065 - HAVAN - NORTE SHOPPING BLUMENAU - BLUMENAU - SC;REGIONAL SUL - HAVAN - 0113 - NORTE SHOPPING BLUMENAU - BLUMENAU - SALTO DO NORTE - SC;7,93795E+13;RODOVIA BR 470, 2002;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BLUMENAU;SC;89065800;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S10731 - REGIONAL SUL - HAVAN - 0114 - FOZ DO IGUACU - VILA YOLANDA - PR;REGIONAL SUL - HAVAN - 0114 - FOZ DO IGUACU - VILA YOLANDA - PR;7,93795E+13;AVENIDA DAS CATARATAS, 3570;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FOZ DO IGUACU;PR;85853000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S10901 - REGIONAL SUL - HAVAN - 0115 - ITAQUAQUECETUBA - MANDI - SP;REGIONAL SUL - HAVAN - 0115 - ITAQUAQUECETUBA - MANDI - SP;7,93795E+13;ESTRADA MUNICIPAL DO MANDI, 1205;VAREJO;VAREJO;PAULO SERGIO MARQUES DA SILVA;SPC2;ITAQUAQUECETUBA;SP;8598000;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S10812 - HAVAN - BRAGANCA SHOPPING CENTER - BRAGANCA PAULISTA - SP;REGIONAL SUL - HAVAN - 0116 - BRAGANCA PAULISTA - QUINTA DA BARONEZA II - SP;7,93795E+13;RODOVIA ALKINDAR MONTEIRO JUNQUEIRA, 1013;VAREJO;VAREJO;PAULO SERGIO MARQUES DA SILVA;SPC2;BRAGANCA PAULISTA;SP;12918001;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S11207 - HAVAN - AVENIDA GOVERNADOR CELSO RAMOS - SN - PORTO BELO - SC;REGIONAL SUL - HAVAN - 0117 - PORTO BELO - PEREQUE - SC;7,93795E+13;AVENIDA GOVERNADOR CELSO RAMOS, SN;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO BELO;SC;88210000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S11460 - REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG;REGIONAL SUL - HAVAN - 0118 - VARGINHA - JARDIM CANAA - MG;7,93795E+13;RUA HUMBERTO PIZO, 999;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;VARGINHA;MG;37026280;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S11703 - HAVAN - SHOPPING TAUBATE - TAUBATE - SP;REGIONAL SUL - HAVAN - 0119 - VIA VALE GARDEN SHOPPING - TAUBATE - JARDIM BARONESA - SP;7,93795E+13;AVENIDA CHARLES SCHNNEIDER, 1700;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;TAUBATE;SP;12040900;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S11118 - HAVAN - LAGES SHOPPING CENTER - LAGES - SC;REGIONAL SUL - HAVAN - 0120 - LAGES - GUARUJA - SC;7,93795E+13;RODOVIA BR 282, 1015;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;LAGES;SC;88521440;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S11894 - HAVAN - RUA LIZANIAS ARAUJO COELHO - 200 - NAVEGANTES - SC;REGIONAL SUL - HAVAN - 0123 - NAVEGANTES - SAO DOMINGOS - SC;7,93795E+13;RUA LIZANIAS ARAUJO COELHO, 200;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;NAVEGANTES;SC;88371015;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S11975 - HAVAN - RODOVIA SC 355 - SN - VIDEIRA - SC;REGIONAL SUL - HAVAN - 0125 - VIDEIRA - PORTAL DAS VIDEIRAS - SC;7,93795E+13;RODOVIA SC 355, SN;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;VIDEIRA;SC;89560000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S12351 - HAVAN - RODOVIA DEPUTADO GENESIO TURECK ACESSO OESTE - 219 - SAO BENTO DO SUL - SC;REGIONAL SUL - HAVAN - 0127 - SAO BENTO DO SUL - OXFORD - SC;7,93795E+13;RODOVIA DEPUTADO GENESIO TURECK ACESSO OESTE, 219;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO BENTO DO SUL;SC;89285470;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S12270 - HAVAN - SHOPPING ITAGUACU - SAO JOSE - SC;REGIONAL SUL - HAVAN - 0128 - SAO JOSE - BARREIROS - SC;7,93795E+13;RUA GERONCIO THIVES, 1079;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO JOSE;SC;88117900;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S12432 - HAVAN - RUA VALENTIM VIEIRA SALIMA SALUM - 355 - BIGUACU - SC;REGIONAL SUL - HAVAN - 0129 - BIGUACU - CENTRO - SC;7,93795E+13;RUA VALENTIM VIEIRA SALIMA SALUM, 355;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BIGUACU;SC;88160142;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S12866 - HAVAN - SHOPPING JARAGUA - ARARAQUARA - ARARAQUARA - SP;REGIONAL SUL - HAVAN - 0131 - ARARAQUARA - JARDIM BANDEIRANTES - SP;7,93795E+13;AVENIDA ALBERTO BENASSI, 2270;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;ARARAQUARA;SP;14801600;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S13323 - REGIONAL SUL - HAVAN - 0132 - PARANAVAI - JARDIM SANTOS DUMONT - PR;REGIONAL SUL - HAVAN - 0132 - PARANAVAI - JARDIM SANTOS DUMONT - PR;7,93795E+13;AVENIDA HEITOR ALENCAR FURTADO, 8171;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PARANAVAI;PR;87706610;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S13080 - HAVAN - AVENIDA BRASIL LESTE - 2333 - PASSO FUNDO - RS;REGIONAL SUL - HAVAN - 0134 - PASSO FUNDO - PETROPOLIS - RS;7,93795E+13;AVENIDA BRASIL LESTE, 2333;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PASSO FUNDO;RS;99050073;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S12785 - HAVAN - SHOPPING PARK SUL - VOLTA REDONDA - RJ;REGIONAL SUL - HAVAN - 0135 - VOLTA REDONDA - SAO GERALDO - RJ;7,93795E+13;RODOVIA DOS METALURGICOS, 1189;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;VOLTA REDONDA;RJ;27253005;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S13161 - HAVAN - TRECHO ST SIA TRECHO 14 - SN - BRASILIA - DF;REGIONAL SUL - HAVAN - 0136 - BRASILIA - ZONA INDUSTRIAL GUARA - DF;7,93795E+13;TRECHO ST SIA TRECHO 14, SN;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BRASILIA;DF;71200140;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S13242 - REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS;REGIONAL SUL - HAVAN - 0138 - CAXIAS DO SUL - CIDADE NOVA - RS;7,93795E+13;RODOVIA RSC 453, 4363;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CAXIAS DO SUL;RS;95032898;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S13676 - REGIONAL SUL - HAVAN - 0139 - MOGI MIRIM - JARDIM SCOMPARIM - SP;REGIONAL SUL - HAVAN - 0139 - MOGI MIRIM - JARDIM SCOMPARIM - SP;7,93795E+13;AVENIDA PEDRO BOTESI, 2855;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;MOGI MIRIM;SP;13806635;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S13404 - HAVAN - AVENIDA NASSER MARAO - 3681 - VOTUPORANGA - SP;REGIONAL SUL - HAVAN - 0140 - VOTUPORANGA - PARQUE INDUSTRIAL I - SP;7,93795E+13;AVENIDA NASSER MARAO, 3681;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;VOTUPORANGA;SP;15503005;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S13595 - HAVAN - POLO SHOPPING INDAIATUBA - INDAIATUBA - SP;REGIONAL SUL - HAVAN - 0141 - POLO SHOPPING INDAIATUBA - INDAIATUBA - JARDIM TROPICAL - SP;7,93795E+13;ALAMEDA FILTROS MANN, 670;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;INDAIATUBA;SP;13344580;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14052 - HAVAN - AVENIDA PERIMETRAL PRESIDENTE TANCREDO ALMEIDA NEVES - 1757 - CAMPO MOURAO - PR;REGIONAL SUL - HAVAN - 0142 - CAMPO MOURAO - AREA URBANIZADA II - PR;7,93795E+13;AVENIDA PERIMETRAL PRESIDENTE TANCREDO ALMEIDA NEVES, 1757;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CAMPO MOURAO;PR;87302001;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S13919 - HAVAN - AVENIDA CARLOS ARTENCIO - 1002 - MARILIA - SP;REGIONAL SUL - HAVAN - 0143 - MARILIA - FRAGATA - SP;7,93795E+13;AVENIDA CARLOS ARTENCIO, 1002;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;MARILIA;SP;17519255;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S13757 - REGIONAL SUL - HAVAN - 0144 - SAO FRANCISCO DO SUL - ACARAI - SC;REGIONAL SUL - HAVAN - 0144 - SAO FRANCISCO DO SUL - ACARAI - SC;7,93795E+13;RODOVIA OLIVIO NOBREGA ARACAI, SN;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SAO FRANCISCO DO SUL;SC;89240000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S13838 - HAVAN - AVENIDA NOSSA SENHORA APARECIDA - 155 - FAZENDA RIO GRANDE - PR;REGIONAL SUL - HAVAN - 0145 - FAZENDA RIO GRANDE - SANTA TEREZINHA - PR;7,93795E+13;AVENIDA NOSSA SENHORA APARECIDA, 155;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FAZENDA RIO GRANDE;PR;83829018;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15296 - HAVAN - ESTRADA ANTONIO SARTI - 137 - SERTAOZINHO - SP;REGIONAL SUL - HAVAN - 0146 - SERTAOZINHO - SETOR INDUSTRIAL - SP;7,93795E+13;ESTRADA ANTONIO SARTI, 137;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SERTAOZINHO;SP;14176855;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14567 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 940 - PELOTAS - RS;REGIONAL SUL - HAVAN - 0148 - PELOTAS - TRES VENDAS - RS;7,93795E+13;AVENIDA SENADOR SALGADO FILHO, 940;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PELOTAS;RS;96055740;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S14303 - REGIONAL SUL - HAVAN - 0150 - SANTA CRUZ DO SUL - SCHULTZ - RS;REGIONAL SUL - HAVAN - 0150 - SANTA CRUZ DO SUL - SCHULTZ - RS;7,93795E+13;RODOVIA BR 471, SN;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SANTA CRUZ DO SUL;RS;96845545;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S14486 - HAVAN - AVENIDA SENADOR SALGADO FILHO - 7277 - VIAMAO - RS;REGIONAL SUL - HAVAN - 0151 - VIAMAO - PRETO FORRO - RS;7,93795E+13;AVENIDA SENADOR SALGADO FILHO, 7277;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;VIAMAO;RS;94435000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S14133 - REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS;REGIONAL SUL - HAVAN - 0152 - SANTA MARIA - MEDIANEIRA - RS;7,93795E+13;AVENIDA HELVIO BASSO, 1250;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;SANTA MARIA;RS;97070805;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15024 - HAVAN - AVENIDA IDEMAR RIEDI - 7536 - SORRISO - MT;REGIONAL SUL - HAVAN - 0153 - SORRISO - EXP URBANA LOT VALO - MT;7,93795E+13;AVENIDA IDEMAR RIEDI, 7536;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;SORRISO;MT;78895350;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14800 - HAVAN - RUA DOUTOR VIRGILIO DE REZENDE - 1767 - ITAPETININGA - SP;REGIONAL SUL - HAVAN - 0157 - ITAPETININGA - VILA APARECIDA - SP;7,93795E+13;RUA DOUTOR VIRGILIO DE REZENDE, 1767;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;ITAPETININGA;SP;18200046;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14990 - REGIONAL SUL - HAVAN - 0158 - IJUI - SOL NASCENTE - RS;REGIONAL SUL - HAVAN - 0158 - IJUI - SOL NASCENTE - RS;7,93795E+13;RODOVIA BR 285, 1411;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;IJUI;RS;98700000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15377 - HAVAN - AVENIDA SAO PEDRO E - 2242 - CHAPECO - SC;REGIONAL SUL - HAVAN - 0162 - CHAPECO - ENGENHO BRAUN - SC;7,93795E+13;AVENIDA SAO PEDRO E, 2242;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CHAPECO;SC;89809440;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15458 - REGIONAL SUL - HAVAN - 0168 - SUMARE - VILA SANTA TEREZINHA - SP;REGIONAL SUL - HAVAN - 0168 - SUMARE - VILA SANTA TEREZINHA - SP;7,93795E+13;RUA CEZAR MORANZA, 830;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;SUMARE;SP;13174405;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S16187 - HAVAN - RODOVIA BR 316 - 411 - ANANINDEUA - PA;REGIONAL SUL - HAVAN - ANANINDEUA - CENTRO - PA;7,93795E+13;RODOVIA BR 316, 411;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;ANANINDEUA;PA;67030007;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S17078 - REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE;REGIONAL SUL - HAVAN - ARACAJU - NOVO PARAISO - SE;7,93795E+13;AVENIDA PRES TANCREDO NEVES, 7840;VAREJO;VAREJO;TATIANE SOUZA DOS SANTOS;NE_1;ARACAJU;SE;49082600;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S16934 - REGIONAL SUL - HAVAN - BALNEARIO CAMBORIU - PIONEIROS - SC;REGIONAL SUL - HAVAN - BALNEARIO CAMBORIU - PIONEIROS - SC;7,93795E+13;RUA ANTONIO BITTENCOURT, 114;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;BALNEARIO CAMBORIU;SC;88331090;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S16691 - HAVAN - AVENIDA AUGUSTO MONTENEGRO - 2216 - BELEM - PA;REGIONAL SUL - HAVAN - BELEM - MANGUEIRAO - PA;7,93795E+13;AVENIDA AUGUSTO MONTENEGRO, 2216;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;BELEM;PA;66640000;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S15105 - REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP;REGIONAL SUL - HAVAN - BOTUCATU - VILA ASSUMPCAO - SP;7,93795E+13;RUA JOAQUIM LIRA BRANDAO, 400;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;BOTUCATU;SP;18606070;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S18120 - HAVAN - AVENIDA DON LUIZ GUANELLA - 1201 - CANELA - RS;REGIONAL SUL - HAVAN - CANELA - SAO JOSE - RS;7,93795E+13;AVENIDA DON LUIZ GUANELLA, 1201;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CANELA;RS;95680992;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S16772 - REGIONAL SUL - HAVAN - CAPAO DA CANOA - ZONA NOVA - RS;REGIONAL SUL - HAVAN - CAPAO DA CANOA - ZONA NOVA - RS;7,93795E+13;RODOVIA NELSON GONCALVES, 3200;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CAPAO DA CANOA;RS;95555000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S16268 - REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP;REGIONAL SUL - HAVAN - CATANDUVA - JARDIM AMENDOLA - SP;7,93795E+13;AVENIDA DEPUTADO ORLANDO ZANCANER, 2025;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;CATANDUVA;SP;15801120;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S17906 - REGIONAL SUL - HAVAN - CONCORDIA - SAO CRISTOVAO - SC;REGIONAL SUL - HAVAN - CONCORDIA - SAO CRISTOVAO - SC;7,93795E+13;RUA TANCREDO DE ALMEIDA NEVES, 4455;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CONCORDIA;SC;89711690;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15610 - HAVAN - AVENIDA FERNANDO CORREA DA COSTA - 6383 - CUIABA - MT;REGIONAL SUL - HAVAN - CUIABA - PARQUE OHARA - MT;7,93795E+13;AVENIDA FERNANDO CORREA DA COSTA, 6383;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;CUIABA;MT;78080300;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S18473 - HAVAN - AVENIDA MARECHAL MASCARENHAS DE MORAES - 309 - CURITIBA - PR;REGIONAL SUL - HAVAN - CURITIBA - SANTA CANDIDA - PR;7,93795E+13;AVENIDA MARECHAL MASCARENHAS DE MORAES, 309;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;CURITIBA;PR;82620300;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S17400 - REGIONAL SUL - HAVAN - DIADEMA - PLANALTO - SP;REGIONAL SUL - HAVAN - DIADEMA - PLANALTO - SP;7,93795E+13;AVENIDA PIRAPORINHA, 1260;VAREJO;VAREJO;PAULO SERGIO MARQUES DA SILVA;SPC2;SAO BERNARDO DO CAMPO;SP;9891002;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S15709 - REGIONAL SUL - HAVAN - ERECHIM - BELA VISTA - RS;REGIONAL SUL - HAVAN - ERECHIM - BELA VISTA - RS;7,93795E+13;RODOVIA BR 153, 999;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;ERECHIM;RS;99704190;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S11622 - HAVAN - RODOVIA ARMANDO CALIL BULOS - 170 - FLORIANOPOLIS - SC;REGIONAL SUL - HAVAN - FLORIANOPOLIS - VARGEM GRANDE - SC;7,93795E+13;RODOVIA ARMANDO CALIL BULOS, 170;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;FLORIANOPOLIS;SC;88058000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S15962 - HAVAN - RUA OTAVIO SCHEMES - 4105 - GRAVATAI - RS;REGIONAL SUL - HAVAN - GRAVATAI - BARNABE - RS;7,93795E+13;RUA OTAVIO SCHEMES, 4105;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;GRAVATAI;RS;94155000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S16853 - REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS;REGIONAL SUL - HAVAN - GUAIBA - PARQUE 35 - RS;7,93795E+13;AVENIDA NESTOR DE MOURA JARDIM, 417;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;GUAIBA;RS;92705200;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S14729 - HAVAN - AVENIDA GETULIO VARGAS - 454 - JACAREI - SP;REGIONAL SUL - HAVAN - JACAREI - JARDIM CALIFORNIA - SP;7,93795E+13;AVENIDA GETULIO VARGAS, 454;VAREJO;VAREJO;ALEXANDRE RIBEIRO LIMA;SPI_2;JACAREI;SP;12305000;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S17230 - HAVAN - RUA DIOGENES CHIANCA - 2322 - JOAO PESSOA - PB;REGIONAL SUL - HAVAN - JOAO PESSOA - AGUA FRIA - PB;7,93795E+13;RUA DIOGENES CHIANCA, 2322;VAREJO;VAREJO;LUIZ FALCAO DE SOUZA NETO;NE_2;JOAO PESSOA;PB;58053000;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S16004 - REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS;REGIONAL SUL - HAVAN - LAJEADO - HIDRAULICA - RS;7,93795E+13;RUA BENTO ROSA, 569;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;LAJEADO;RS;95900218;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S18201 - REGIONAL SUL - HAVAN - MACEIO - JARDIM PETROPOLIS - AL;REGIONAL SUL - HAVAN - MACEIO - JARDIM PETROPOLIS - AL;7,93795E+13;AVENIDA DOUTOR DURVAL DE GOIS MONTEIRO, SN;VAREJO;VAREJO;LUIZ FALCAO DE SOUZA NETO;NE_2;MACEIO;AL;57080590;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S18554 - REGIONAL SUL - HAVAN - MANAUS - MONTE DAS OLIVEIRAS - AM;REGIONAL SUL - HAVAN - MANAUS - MONTE DAS OLIVEIRAS - AM;7,93795E+13;AVENIDA ARQUITETO JOSE HENRIQUES BENTO RODRIGUES, 3760;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;MANAUS;AM;69093149;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S17825 - REGIONAL SUL - HAVAN - MONTES CLAROS - VERA CRUZ - MG;REGIONAL SUL - HAVAN - MONTES CLAROS - VERA CRUZ - MG;7,93795E+13;AVENIDA DULCE SARMENTO, 1493;VAREJO;VAREJO;TATIANE SOUZA DOS SANTOS;NE_1;MONTES CLAROS;MG;39400802;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S17159 - REGIONAL SUL - HAVAN - NATAL - CANDELARIA - RN;REGIONAL SUL - HAVAN - NATAL - CANDELARIA - RN;7,93795E+13;AVENIDA DAO SILVEIRA, 6000;VAREJO;VAREJO;LUIZ FALCAO DE SOUZA NETO;NE_2;NATAL;RN;59066180;NORDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S17582 - HAVAN - RUA WERNER BATTENFELD - 269 - OSASCO - SP;REGIONAL SUL - HAVAN - OSASCO - PRESIDENTE ALTINO - SP;7,93795E+13;RUA WERNER BATTENFELD, 269;VAREJO;VAREJO;PAULO SERGIO MARQUES DA SILVA;SPC2;OSASCO;SP;6210170;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S15539 - HAVAN - RODOVIA BR 101 - 4600 - PALHOCA - SC;REGIONAL SUL - HAVAN - PALHOCA - PASSA VINTE - SC;7,93795E+13;RODOVIA BR 101, 4600;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PALHOCA;SC;88132011;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S18040 - HAVAN - AVENIDA ASSIS BRASIL - 11120 - PORTO ALEGRE - RS;REGIONAL SUL - HAVAN - PORTO ALEGRE - SARANDI - RS;7,93795E+13;AVENIDA ASSIS BRASIL, 11120;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;PORTO ALEGRE;RS;91140000;SUL
MANUELA BEZERRA;HAVAN;HAVAN;S17744 - HAVAN - RUA BUENOS AIRES - 186 - PORTO VELHO - RO;REGIONAL SUL - HAVAN - PORTO VELHO - NOVA PORTO VELHO - RO;7,93795E+13;RUA BUENOS AIRES, 186;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;PORTO VELHO;RO;76820086;NORTE
MANUELA BEZERRA;HAVAN;HAVAN;S18392 - REGIONAL SUL - HAVAN - PRIMAVERA DO LESTE - CIDADE PRIMAVERA II - MT;REGIONAL SUL - HAVAN - PRIMAVERA DO LESTE - CIDADE PRIMAVERA II - MT;7,93795E+13;RUA RIO DE JANEIRO, 1595;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;PRIMAVERA DO LESTE;MT;78850000;CENTRO-OESTE
MANUELA BEZERRA;HAVAN;HAVAN;S17663 - REGIONAL SUL - HAVAN - RESENDE - PARAISO - RJ;REGIONAL SUL - HAVAN - RESENDE - PARAISO - RJ;7,93795E+13;AVENIDA DOUTOR TACITO VIANNA RODRIGUES, 590;VAREJO;VAREJO;DIOGO DO NASCIMENTO SANTOS;RJ;RESENDE;RJ;27536025;SUDESTE
MANUELA BEZERRA;HAVAN;HAVAN;S14214 - REGIONAL SUL - HAVAN - RIO GRANDE - VILA MARIA - RS;REGIONAL SUL - HAVAN - RIO GRANDE - VILA MARIA - RS;7,93795E+13;AVENIDA ITALIA, 1573;VAREJO;VAREJO;MARCIO JOSE FLORES PEREIRA;SUL_1;RIO GRANDE;RS;96203295;SUL
